name,position,team,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,GW,In_DreamTeam,Season
Trent Alexander-Arnold,DEF,Liverpool,0,0,10,0,4,285,87,3,0,3.1,13.2,2022-10-01T14:00:00Z,90,5,0,0,0,0,9,0,3766108,3,3,14,0,-189971,103741,293712,74,TRUE,1,9,0,22-23
Kiernan Dewsbury-Hall,MID,Leicester,1,0,15,1,3.3,266,86,0,0,1.9,4.4,2022-10-03T19:00:00Z,90,16,0,0,0,0,9,0,118511,0,4,11,6,-9762,6622,16384,50,TRUE,0,9,0,22-23
Mohamed Salah,MID,Liverpool,1,0,3,0,13.1,283,87,3,0,10.1,18.4,2022-10-01T14:00:00Z,90,5,0,0,0,0,9,0,3748869,3,3,69,5,-83071,226728,309799,128,TRUE,0,9,0,22-23
Thomas Partey,MID,Arsenal,0,3,39,0,46.4,6,81,1,1,11.5,53.6,2022-10-01T11:30:00Z,72,18,0,0,0,0,9,0,26537,1,3,15,10,-333,1078,1411,48,TRUE,0,9,0,22-23
Gavin Bazunu,GK,Southampton,0,0,17,0,0,422,89,2,0,2.7,26.6,2022-10-01T14:00:00Z,90,8,0,0,0,0,9,3,80552,2,1,0,2,-867,4597,5464,45,TRUE,0,9,0,22-23
Ben Chilwell,DEF,Chelsea,0,0,8,0,9.9,139,83,1,0,2.6,10.8,2022-10-01T14:00:00Z,90,7,0,0,0,0,9,0,330093,2,1,5,2,39545,56669,17124,58,FALSE,0,9,0,22-23
Lewis Dunk,DEF,Brighton,0,0,12,0,0.3,106,87,3,0,2,18,2022-10-01T14:00:00Z,90,12,0,0,0,0,9,0,467092,3,3,2,1,-39405,9062,48467,46,FALSE,0,9,0,22-23
Wout Faes,DEF,Leicester,0,0,24,1,0.5,612,86,0,0,1.5,10.4,2022-10-03T19:00:00Z,90,16,0,0,0,0,9,0,2613,0,4,4,6,575,906,331,45,TRUE,0,9,0,22-23
William Saliba,DEF,Arsenal,0,0,14,0,2.4,26,81,1,0,2.6,19.2,2022-10-01T11:30:00Z,90,18,0,0,0,0,9,0,2626424,1,3,4,1,297005,380325,83320,49,TRUE,1,9,0,22-23
Craig Dawson,DEF,West Ham,0,0,20,1,0,459,90,0,0,0.6,5.8,2022-10-01T16:30:00Z,90,20,0,0,0,0,9,0,17724,0,2,0,6,-74,829,903,48,TRUE,0,9,0,22-23
Son Heung-min,MID,Spurs,0,0,9,0,14.9,428,81,3,0,1.9,4.2,2022-10-01T11:30:00Z,71,1,0,0,0,0,9,0,1189387,1,3,0,2,152184,253350,101166,117,FALSE,0,9,0,22-23
Aaron Ramsdale,GK,Arsenal,0,0,12,0,0,15,81,1,0,1.9,19.2,2022-10-01T11:30:00Z,90,18,0,0,0,0,9,2,1109375,1,3,0,2,-32360,39331,71691,49,TRUE,0,9,0,22-23
Tyrick Mitchell,DEF,Crystal Palace,0,0,10,0,0.5,170,83,2,0,0.9,8.2,2022-10-01T14:00:00Z,90,6,0,0,0,0,9,0,78971,2,1,0,1,3678,8035,4357,45,TRUE,0,9,0,22-23
Max Kilman,DEF,Wolves,0,0,15,0,1.8,484,90,2,0,3.8,34.4,2022-10-01T16:30:00Z,90,19,0,0,0,0,9,0,207055,0,2,2,1,42544,58923,16379,45,FALSE,0,9,0,22-23
Dwight McNeil,MID,Everton,0,3,37,0,34.6,534,89,1,1,11.1,45.8,2022-10-01T14:00:00Z,73,17,0,0,0,0,9,0,14077,2,1,31,10,-1331,274,1605,52,FALSE,0,9,0,22-23
Jefferson Lerma Solís,MID,Bournemouth,0,0,9,1,4.8,64,82,0,0,5.6,11.4,2022-10-01T14:00:00Z,90,4,0,0,0,0,9,0,67911,0,0,40,2,-3583,2344,5927,50,TRUE,1,9,0,22-23
Ezri Konsa Ngoyo,DEF,Aston Villa,0,0,17,1,2,44,85,0,0,2.4,14.8,2022-10-02T15:30:00Z,90,11,0,0,0,0,9,0,30176,0,0,7,6,1590,5006,3416,44,FALSE,0,9,0,22-23
Chris Mepham,DEF,Bournemouth,0,0,25,1,0,71,82,0,0,3,30.4,2022-10-01T14:00:00Z,90,4,0,0,0,0,9,0,14705,0,0,0,6,848,2131,1283,44,TRUE,0,9,0,22-23
Roberto Firmino,FWD,Liverpool,0,2,51,0,15.4,279,87,2,2,17.3,73,2022-10-01T14:00:00Z,74,5,0,0,0,0,9,0,295837,3,3,85,12,-19420,18697,38117,79,TRUE,0,9,0,22-23
Thiago Alcántara do Nascimento,MID,Liverpool,0,0,15,0,25.2,277,87,3,0,4.5,19.6,2022-10-01T14:00:00Z,88,5,0,0,0,0,9,0,78808,3,3,0,2,16272,19849,3577,52,TRUE,0,9,0,22-23
Kieran Trippier,DEF,Newcastle,0,1,32,1,52.8,357,84,0,0,7.6,23.6,2022-10-01T14:00:00Z,82,9,0,0,0,0,9,0,4904200,4,1,0,7,325027,388161,63134,54,FALSE,0,9,0,22-23
Bernd Leno,GK,Fulham,0,0,21,0,0,2,84,4,0,5,50.2,2022-10-01T14:00:00Z,90,15,0,0,0,0,9,6,176437,4,1,0,2,2862,14046,11184,45,TRUE,0,9,0,22-23
Kyle Walker-Peters,DEF,Southampton,0,0,6,0,23.2,409,89,2,0,6,17.6,2022-10-01T14:00:00Z,90,8,0,0,0,0,9,0,159611,2,1,19,1,-2449,9731,12180,45,TRUE,0,9,0,22-23
Antony Matheus dos Santos,MID,Man Utd,0,0,27,0,14.1,609,88,6,1,10.9,42.2,2022-10-02T13:00:00Z,90,13,0,0,0,0,9,0,530066,3,6,53,7,22342,70841,48499,75,FALSE,0,9,0,22-23
Alex Iwobi,MID,Everton,1,0,20,0,42.7,186,89,1,0,8.2,36.8,2022-10-01T14:00:00Z,90,17,0,0,0,0,9,0,35569,2,1,2,5,7876,10173,2297,55,FALSE,0,9,0,22-23
Joel Matip,DEF,Liverpool,0,0,14,0,1.3,276,87,3,0,2.1,18,2022-10-01T14:00:00Z,90,5,0,0,0,0,9,0,101288,3,3,2,1,5550,9881,4331,59,TRUE,0,9,0,22-23
Sven Botman,DEF,Newcastle,1,0,26,0,10.8,377,84,1,0,5,20.4,2022-10-01T14:00:00Z,90,9,0,0,0,0,9,0,190595,4,1,19,5,-18534,4548,23082,44,FALSE,0,9,0,22-23
Fabio Henrique Tavares,MID,Liverpool,0,0,14,0,2.8,282,87,3,0,2,14.8,2022-10-01T14:00:00Z,90,5,0,0,0,0,9,0,105374,3,3,2,2,-739,5069,5808,54,TRUE,0,9,0,22-23
Tomas Soucek,MID,West Ham,0,0,11,1,26.2,468,90,0,0,5.8,29.4,2022-10-01T16:30:00Z,90,20,0,0,0,0,9,0,136612,0,2,2,3,-1658,10930,12588,54,TRUE,0,9,0,22-23
Wilfried Zaha,MID,Crystal Palace,0,0,9,0,18.5,160,83,2,0,6.2,18.6,2022-10-01T14:00:00Z,90,6,0,0,0,0,9,0,1807711,2,1,25,2,303197,394782,91585,73,TRUE,0,9,0,22-23
Sean Longstaff,MID,Newcastle,0,0,27,0,27.4,370,84,1,1,11.5,47.4,2022-10-01T14:00:00Z,90,9,0,0,0,0,9,0,229975,4,1,40,7,2837,26595,23758,44,FALSE,0,9,0,22-23
Granit Xhaka,MID,Arsenal,0,2,29,0,20.2,3,81,1,1,8.7,36.2,2022-10-01T11:30:00Z,90,18,0,0,0,0,9,0,317511,1,3,31,9,7375,32640,25265,51,TRUE,0,9,0,22-23
Lisandro Martínez,DEF,Man Utd,0,0,16,0,1.2,533,88,6,0,1.9,17.6,2022-10-02T13:00:00Z,90,13,0,0,0,0,9,0,599801,3,6,0,-1,9860,31730,21870,45,FALSE,0,9,0,22-23
Harvey Barnes,MID,Leicester,0,0,25,1,35.1,264,86,0,1,14.8,43,2022-10-03T19:00:00Z,90,16,0,0,0,0,9,0,138382,0,4,70,8,24867,36967,12100,69,TRUE,0,9,0,22-23
Idrissa Gueye,MID,Everton,0,0,15,0,1.3,611,89,1,0,1.8,16.4,2022-10-01T14:00:00Z,90,17,0,0,0,0,9,0,6344,2,1,0,1,559,1353,794,50,FALSE,1,9,0,22-23
Rodrigo Bentancur,MID,Spurs,0,0,12,0,2.1,440,81,3,0,2.4,20.2,2022-10-01T11:30:00Z,90,1,0,0,0,0,9,0,41010,1,3,2,2,10182,12895,2713,54,FALSE,0,9,0,22-23
Mason Mount,MID,Chelsea,0,0,5,0,32.9,142,83,1,0,4.7,0,2022-10-01T14:00:00Z,83,7,0,0,0,0,9,0,366167,2,1,14,1,7186,30937,23751,76,FALSE,1,9,1,22-23
Kai Havertz,FWD,Chelsea,0,0,8,0,18.2,145,83,1,0,4.5,3.6,2022-10-01T14:00:00Z,75,7,0,0,0,0,9,0,221426,2,1,23,2,3077,16084,13007,77,FALSE,0,9,0,22-23
Danny Welbeck,FWD,Brighton,1,0,15,0,24.4,103,87,3,0,9.4,31.6,2022-10-01T14:00:00Z,90,12,0,0,0,0,9,0,108571,3,3,38,5,-10951,4056,15007,65,FALSE,0,9,0,22-23
Jorge Luiz Frello Filho,MID,Chelsea,0,0,6,0,5.4,130,83,1,0,0.8,2.2,2022-10-01T14:00:00Z,55,7,0,0,0,0,9,0,286623,2,1,0,1,-9561,10189,19750,59,FALSE,0,9,0,22-23
Layvin Kurzawa,DEF,Fulham,0,0,3,0,0,613,84,3,0,0.6,6,2022-10-01T14:00:00Z,45,15,0,0,0,0,9,0,5628,4,1,0,0,-585,650,1235,45,TRUE,0,9,0,22-23
Andreas Hoelgebaum Pereira,MID,Fulham,0,0,5,0,16.1,346,84,4,0,4.6,9.6,2022-10-01T14:00:00Z,90,15,0,0,0,0,9,0,2732471,4,1,20,2,-10119,115062,125181,46,TRUE,0,9,0,22-23
Oleksandr Zinchenko,DEF,Arsenal,0,0,15,0,11.6,313,81,1,0,2.7,12.2,2022-10-01T11:30:00Z,72,18,0,0,0,0,9,0,1272059,1,3,3,2,-282222,4079,286301,51,TRUE,0,9,0,22-23
Emerson Leite de Souza Junior,DEF,Spurs,0,0,-2,0,2.8,445,81,3,0,0.7,0.2,2022-10-01T11:30:00Z,61,1,0,0,0,1,9,0,532938,1,3,4,-2,-60732,14568,75300,51,FALSE,0,9,0,22-23
Daniel Castelo Podence,MID,Wolves,0,0,5,0,14.5,483,90,2,0,6.4,13.6,2022-10-01T16:30:00Z,90,19,0,0,0,0,9,0,125553,0,2,36,2,2310,14670,12360,55,FALSE,0,9,0,22-23
Michael Olise,MID,Crystal Palace,0,0,16,0,36.2,171,83,2,0,5.4,13.8,2022-10-01T14:00:00Z,90,6,0,0,0,0,9,0,15342,2,1,4,2,-377,693,1070,54,TRUE,0,9,0,22-23
Ollie Watkins,FWD,Aston Villa,0,0,-4,1,15.9,40,85,0,0,11.5,8.2,2022-10-02T15:30:00Z,90,11,0,0,0,0,9,0,218180,0,0,91,2,-1987,23421,25408,72,FALSE,0,9,0,22-23
Adam Smith,DEF,Bournemouth,0,2,30,1,15.3,57,82,0,0,3.1,15.6,2022-10-01T14:00:00Z,90,4,0,0,0,0,9,0,14768,0,0,0,8,339,1165,826,44,TRUE,0,9,0,22-23
Leandro Trossard,MID,Brighton,0,3,56,0,9.2,111,87,3,3,18.8,105,2022-10-01T14:00:00Z,86,12,0,0,0,0,9,0,366660,3,3,74,20,-4141,40507,44648,66,FALSE,0,9,0,22-23
Jesse Lingard,MID,Nott'm Forest,0,0,1,0,1.9,527,86,3,0,1.9,0,2022-10-03T19:00:00Z,68,10,0,0,0,0,9,0,244939,0,4,18,1,-38670,5871,44541,57,FALSE,1,9,0,22-23
Jacob Murphy,MID,Newcastle,0,0,3,0,24.8,365,84,1,0,9,10.6,2022-10-01T14:00:00Z,90,9,0,0,0,0,9,0,404446,4,1,55,2,14219,46632,32413,43,FALSE,0,9,0,22-23
Jamie Vardy,FWD,Leicester,1,0,6,1,10.5,255,86,0,0,7.6,19,2022-10-03T19:00:00Z,61,16,0,0,0,0,9,0,242928,0,4,46,5,-2161,16018,18179,92,TRUE,0,9,0,22-23
Benjamin White,DEF,Arsenal,1,0,27,0,31.4,10,81,1,0,6.9,34.8,2022-10-01T11:30:00Z,88,18,0,0,0,0,9,0,560494,1,3,3,5,-6394,33022,39416,45,TRUE,0,9,0,22-23
Konstantinos Tsimikas,DEF,Liverpool,0,0,7,0,18.2,292,87,2,0,3.4,7.6,2022-10-01T14:00:00Z,58,5,0,0,0,0,9,0,64577,3,3,8,0,40323,45334,5011,45,TRUE,0,9,0,22-23
James Tomkins,DEF,Crystal Palace,0,0,7,0,0.2,153,83,1,0,0.7,6.6,2022-10-01T14:00:00Z,46,6,0,0,0,0,9,0,62257,2,1,0,1,2314,5264,2950,39,TRUE,0,9,0,22-23
Jacob Ramsey,MID,Aston Villa,0,0,9,1,23.9,47,85,0,0,4.6,9.2,2022-10-02T15:30:00Z,82,11,0,0,0,0,9,0,128982,0,0,13,3,32484,42375,9891,52,FALSE,0,9,0,22-23
Kieffer Moore,FWD,Bournemouth,0,0,5,1,13.1,62,82,0,0,2.1,3.6,2022-10-01T14:00:00Z,71,4,0,0,0,0,9,0,77116,0,0,4,2,-8274,2226,10500,55,TRUE,0,9,0,22-23
Norberto Murara Neto,GK,Bournemouth,0,1,29,1,0,574,82,0,0,3.1,31.2,2022-10-01T14:00:00Z,90,4,0,0,0,0,9,4,24237,0,0,0,8,6078,8729,2651,45,TRUE,0,9,0,22-23
Issa Diop,DEF,Fulham,0,0,5,0,0.3,470,84,1,0,1,9.4,2022-10-01T14:00:00Z,45,15,0,0,0,0,9,0,12694,4,1,0,1,-192,415,607,43,TRUE,0,9,0,22-23
Rico Henry,DEF,Brentford,0,0,22,1,13.6,85,82,0,0,3.3,17.8,2022-10-01T14:00:00Z,90,3,0,0,0,0,9,0,120578,0,0,2,6,3073,12997,9924,45,FALSE,0,9,0,22-23
Tim Ream,DEF,Fulham,0,0,7,0,1,201,84,4,0,0.5,3.8,2022-10-01T14:00:00Z,90,15,0,0,0,0,9,0,15100,4,1,0,0,-1161,1119,2280,45,TRUE,0,9,0,22-23
Joel Ward,DEF,Crystal Palace,0,0,8,0,0.8,156,83,2,0,1.6,13.2,2022-10-01T14:00:00Z,90,6,0,0,0,0,9,0,22163,2,1,2,1,651,1624,973,45,TRUE,0,9,0,22-23
Thilo Kehrer,DEF,West Ham,1,1,32,1,11.6,588,90,0,0,4.1,21.4,2022-10-01T16:30:00Z,90,20,0,0,0,0,9,0,10464,0,2,8,10,1253,2251,998,45,TRUE,0,9,0,22-23
Robin Koch,DEF,Leeds,0,0,19,1,0.3,230,85,0,0,1.5,14.4,2022-10-02T15:30:00Z,90,2,0,0,0,0,9,0,16828,0,0,0,5,-337,469,806,45,TRUE,1,9,0,22-23
Rayan Aït-Nouri,DEF,Wolves,0,0,13,0,16.5,487,90,2,0,4.2,11.8,2022-10-01T16:30:00Z,90,19,0,0,0,0,9,0,114996,0,2,14,1,-231,9062,9293,43,FALSE,0,9,0,22-23
Boubakary Soumaré,MID,Leicester,0,0,7,0,1.3,269,86,0,0,1.1,9.6,2022-10-03T19:00:00Z,45,16,0,0,0,0,9,0,67695,0,4,0,0,-1226,3966,5192,44,TRUE,1,9,0,22-23
Kepa Arrizabalaga,GK,Chelsea,0,0,12,0,0,133,83,1,0,1.8,17.6,2022-10-01T14:00:00Z,90,7,0,0,0,0,9,2,36406,2,1,0,2,10976,13588,2612,44,FALSE,0,9,0,22-23
Pierre-Emerick Aubameyang,FWD,Chelsea,0,3,30,0,12.2,617,83,1,1,6.7,34,2022-10-01T14:00:00Z,74,7,0,0,0,0,9,0,62600,2,1,21,9,21413,28881,7468,90,FALSE,0,9,0,22-23
Adam Webster,DEF,Brighton,0,0,13,0,0.9,108,87,3,0,1.8,14.8,2022-10-01T14:00:00Z,90,12,1,0,0,0,9,0,67480,3,3,2,-1,-3060,4505,7565,45,FALSE,0,9,0,22-23
James Tarkowski,DEF,Everton,0,0,12,0,0.2,199,89,1,0,2.4,20,2022-10-01T14:00:00Z,90,17,0,0,0,0,9,0,118936,2,1,4,2,39452,47022,7570,44,FALSE,0,9,0,22-23
Adama Traoré Diarra,MID,Wolves,0,0,4,0,17.8,491,90,2,0,3.1,5.2,2022-10-01T16:30:00Z,66,19,0,0,0,0,9,0,19923,0,2,8,2,-591,1090,1681,55,FALSE,0,9,0,22-23
Eric Dier,DEF,Spurs,0,0,14,0,20.4,430,81,3,0,4.1,18.2,2022-10-01T11:30:00Z,90,1,0,0,0,0,9,0,722804,1,3,2,0,66674,113432,46758,51,FALSE,1,9,0,22-23
Neal Maupay,FWD,Everton,0,0,0,0,2.1,110,89,1,0,7.6,1.6,2022-10-01T14:00:00Z,88,17,0,0,0,0,9,0,67251,2,1,72,2,17184,22613,5429,61,FALSE,0,9,0,22-23
Lewis O'Brien,MID,Nott'm Forest,0,0,6,0,0.3,524,86,3,0,1.6,7.2,2022-10-03T19:00:00Z,45,10,0,0,0,0,9,0,6672,0,4,8,1,737,1198,461,49,FALSE,0,9,0,22-23
Gabriel Martinelli Silva,MID,Arsenal,1,0,21,0,27.2,19,81,1,0,10.2,26.4,2022-10-01T11:30:00Z,90,18,0,0,0,0,9,0,4946404,1,3,48,4,-63323,159344,222667,66,TRUE,1,9,1,22-23
Neco Williams,DEF,Nott'm Forest,0,0,6,0,0.3,295,86,3,0,1.3,12.6,2022-10-03T19:00:00Z,45,10,0,0,0,0,9,0,2862490,0,4,0,-1,-18451,100452,118903,41,FALSE,1,9,0,22-23
John McGinn,MID,Aston Villa,0,0,11,1,4.5,37,85,0,0,3.8,16.2,2022-10-02T15:30:00Z,90,11,0,0,0,0,9,0,81742,0,0,17,3,-3570,1614,5184,53,FALSE,0,9,0,22-23
Thiago Emiliano da Silva,DEF,Chelsea,1,2,26,0,12.6,128,83,1,0,6.9,38.4,2022-10-01T14:00:00Z,90,7,0,0,0,0,9,0,594617,2,1,18,6,9352,29137,19785,54,FALSE,1,9,0,22-23
Illan Meslier,GK,Leeds,0,3,34,1,0,238,85,0,0,3.9,38.8,2022-10-02T15:30:00Z,90,2,0,0,0,0,9,6,241856,0,0,0,11,5516,17677,12161,45,TRUE,0,9,0,22-23
Moisés Caicedo Corozo,MID,Brighton,0,0,9,0,1.5,120,87,3,0,1.2,8.2,2022-10-01T14:00:00Z,90,12,0,0,0,0,9,0,43562,3,3,2,2,3326,6967,3641,50,FALSE,0,9,0,22-23
David De Gea Quintana,GK,Man Utd,0,0,12,0,0,327,88,6,0,2.4,23.6,2022-10-02T13:00:00Z,90,13,0,0,0,0,9,3,671369,3,6,0,0,241,29549,29308,49,FALSE,0,9,0,22-23
Lukasz Fabianski,GK,West Ham,0,0,28,1,0,455,90,0,0,2,20.2,2022-10-01T16:30:00Z,90,20,0,0,0,0,9,4,139257,0,2,0,7,16451,25670,9219,50,TRUE,0,9,0,22-23
Reece James,DEF,Chelsea,0,0,16,0,30.3,146,83,1,0,5.2,20,2022-10-01T14:00:00Z,90,7,0,0,0,0,9,0,3904450,2,1,2,2,185900,291979,106079,60,FALSE,0,9,0,22-23
Duje Caleta-Car,DEF,Southampton,0,0,11,0,11,623,89,2,0,5.7,21,2022-10-01T14:00:00Z,90,8,0,0,0,0,9,0,1405,2,1,25,1,-2,155,157,45,TRUE,0,9,0,22-23
Luke Shaw,DEF,Man Utd,0,0,2,0,12.3,332,88,2,0,1.9,6.8,2022-10-02T13:00:00Z,45,13,0,0,0,0,9,0,42542,3,6,0,0,-559,1131,1690,47,FALSE,0,9,0,22-23
Timothy Castagne,DEF,Leicester,0,2,28,1,22.6,258,86,0,0,3.6,11,2022-10-03T19:00:00Z,90,16,0,0,0,0,9,0,129927,0,4,2,8,8894,18762,9868,44,TRUE,0,9,0,22-23
Richarlison de Andrade,FWD,Spurs,1,0,10,0,14.1,454,81,3,0,4.8,9.2,2022-10-01T11:30:00Z,70,1,0,0,0,0,9,0,96928,1,3,25,5,211,13764,13553,85,FALSE,0,9,0,22-23
Ludwig Augustinsson,DEF,Aston Villa,0,0,-1,0,0.3,525,85,0,0,0.2,1.6,2022-10-02T15:30:00Z,45,11,0,0,0,0,9,0,5797,0,0,0,0,-86,223,309,43,FALSE,1,9,0,22-23
Callum Wilson,FWD,Newcastle,0,0,22,1,0.2,356,84,0,1,7.6,27.4,2022-10-01T14:00:00Z,65,9,0,0,0,0,9,0,82644,4,1,48,6,11381,17205,5824,72,FALSE,0,9,0,22-23
Ilkay Gündogan,MID,Man City,0,0,15,0,1.4,300,88,1,0,2.2,9.2,2022-10-02T13:00:00Z,74,14,0,0,0,0,9,0,426108,3,6,11,2,-92697,8587,101284,76,TRUE,0,9,0,22-23
Conor Coady,DEF,Everton,0,1,23,0,0.3,475,89,1,1,8.4,48.8,2022-10-01T14:00:00Z,90,17,0,0,0,0,9,0,364354,2,1,35,9,28308,44039,15731,48,FALSE,0,9,0,22-23
Tyrone Mings,DEF,Aston Villa,0,0,21,1,0.5,39,85,0,0,2.7,8,2022-10-02T15:30:00Z,90,11,0,0,0,0,9,0,368635,0,0,18,6,38465,58804,20339,43,FALSE,0,9,0,22-23
Kevin Mbabu,DEF,Fulham,0,0,1,0,0.1,532,84,3,0,0.3,3,2022-10-01T14:00:00Z,45,15,0,0,0,0,9,0,18726,4,1,0,0,-773,409,1182,44,TRUE,0,9,0,22-23
José Malheiro de Sá,GK,Wolves,0,0,13,0,0,478,90,2,0,2.3,22.6,2022-10-01T16:30:00Z,90,19,0,0,0,0,9,3,624687,0,2,0,2,39986,68428,28442,50,FALSE,0,9,0,22-23
Demarai Gray,MID,Everton,0,0,3,0,20.4,189,89,1,0,7.7,15.2,2022-10-01T14:00:00Z,90,17,0,0,0,0,9,0,101348,2,1,41,2,1171,12076,10905,55,FALSE,0,9,0,22-23
Matheus Luiz Nunes,MID,Wolves,0,0,14,0,23.6,589,90,2,0,5.1,9.2,2022-10-01T16:30:00Z,72,19,0,0,0,0,9,0,29534,0,2,18,2,-450,3479,3929,50,FALSE,0,9,0,22-23
Jordan Pickford,GK,Everton,0,0,19,0,0,182,89,1,0,4.2,42,2022-10-01T14:00:00Z,90,17,0,0,0,0,9,5,517177,2,1,0,2,-4983,36791,41774,45,FALSE,1,9,0,22-23
Pascal Groß,MID,Brighton,0,0,4,0,3.1,104,87,3,0,0.9,0,2022-10-01T14:00:00Z,64,12,0,0,0,0,9,0,2435978,3,3,6,2,-101909,150056,251965,60,FALSE,0,9,0,22-23
Serge Aurier,DEF,Nott'm Forest,0,0,5,0,15.7,628,86,1,0,2.7,10.8,2022-10-03T19:00:00Z,45,10,0,0,0,0,9,0,883,0,4,0,1,376,540,164,45,FALSE,0,9,0,22-23
Manuel Akanji,DEF,Man City,0,0,19,0,1,610,88,3,0,3.4,15,2022-10-02T13:00:00Z,90,14,0,0,0,0,9,0,18323,3,6,18,1,7422,9551,2129,50,TRUE,0,9,0,22-23
Rúben da Silva Neves,MID,Wolves,0,0,9,0,1.4,480,90,2,0,4.4,22,2022-10-01T16:30:00Z,90,19,0,0,0,0,9,0,225362,0,2,21,1,-11904,9256,21160,55,FALSE,1,9,0,22-23
Emiliano Martínez Romero,GK,Aston Villa,0,0,24,1,0,31,85,0,0,1.2,12.4,2022-10-02T15:30:00Z,90,11,0,0,0,0,9,1,516785,0,0,0,6,43139,63578,20439,49,FALSE,0,9,0,22-23
Scott McKenna,DEF,Nott'm Forest,0,0,17,0,10.2,385,86,4,0,2.4,11.6,2022-10-03T19:00:00Z,90,10,0,0,0,0,9,0,11191,0,4,2,0,-1454,106,1560,45,FALSE,0,9,0,22-23
Douglas Luiz Soares de Paulo,MID,Aston Villa,0,1,25,1,28.1,46,85,0,0,5.1,22.6,2022-10-02T15:30:00Z,90,11,0,0,0,0,9,0,53141,0,0,0,4,-111,5352,5463,48,FALSE,0,9,0,22-23
Jordan Ayew,MID,Crystal Palace,1,0,19,0,15.9,159,83,2,0,4.3,27.2,2022-10-01T14:00:00Z,90,6,0,0,0,0,9,0,26754,2,1,0,5,-755,979,1734,54,TRUE,0,9,0,22-23
Aaron Cresswell,DEF,West Ham,0,0,21,1,12.1,457,90,0,0,2.8,15.8,2022-10-01T16:30:00Z,90,20,0,0,0,0,9,0,208118,0,2,0,5,17709,30963,13254,48,TRUE,1,9,0,22-23
Pablo Fornals Malla,MID,West Ham,0,0,5,0,1.8,469,90,0,0,2.9,4.8,2022-10-01T16:30:00Z,56,20,0,0,0,0,9,0,93454,0,2,22,1,-4041,6931,10972,54,TRUE,0,9,0,22-23
Nélson Cabral Semedo,DEF,Wolves,0,0,14,0,22.8,482,90,2,0,4,11,2022-10-01T16:30:00Z,72,19,0,0,0,0,9,0,24624,0,2,6,1,27,2744,2717,50,FALSE,0,9,0,22-23
Harry Kane,FWD,Spurs,0,0,26,0,1.2,427,81,3,1,7.9,36.2,2022-10-01T11:30:00Z,90,1,0,0,0,0,9,0,2011573,1,3,42,6,29341,155072,125731,114,FALSE,0,9,0,22-23
Gabriel Fernando de Jesus,FWD,Arsenal,0,2,29,0,12.9,28,81,1,1,14.8,46.2,2022-10-01T11:30:00Z,79,18,0,0,0,0,9,0,7253158,1,3,89,8,-429297,67507,496804,80,TRUE,0,9,0,22-23
Diogo Dalot Teixeira,DEF,Man Utd,0,0,11,0,12.7,342,88,6,0,2.6,13,2022-10-02T13:00:00Z,90,13,0,0,0,0,9,0,803887,3,6,0,-2,89363,139237,49874,45,FALSE,1,9,0,22-23
Marc Guéhi,DEF,Crystal Palace,0,0,15,0,0.1,167,83,2,0,2.3,20.6,2022-10-01T14:00:00Z,90,6,0,0,0,0,9,0,174024,2,1,2,1,50916,67201,16285,43,TRUE,0,9,0,22-23
Mikkel Damsgaard,MID,Brentford,0,0,8,1,16.4,580,82,0,0,5.6,11.4,2022-10-01T14:00:00Z,60,3,0,0,0,0,9,0,9738,0,0,28,3,146,1260,1114,53,FALSE,0,9,0,22-23
Philippe Coutinho Correia,MID,Aston Villa,0,0,9,1,16.1,29,85,0,0,8,12,2022-10-02T15:30:00Z,90,11,0,0,0,0,9,0,457817,0,0,52,3,-12396,20094,32490,67,FALSE,0,9,0,22-23
Dan Burn,DEF,Newcastle,0,0,28,1,3.5,358,84,0,0,3.6,15.4,2022-10-01T14:00:00Z,82,9,0,0,0,0,9,0,151979,4,1,17,6,-6400,4939,11339,45,FALSE,0,9,0,22-23
Mateo Kovacic,MID,Chelsea,0,0,2,0,6.4,132,83,1,0,1.3,2.2,2022-10-01T14:00:00Z,90,7,0,0,0,0,9,0,36482,2,1,4,1,870,3308,2438,49,FALSE,1,9,0,22-23
Joël Veltman,DEF,Brighton,0,0,11,0,0.5,109,87,3,0,2,19.4,2022-10-01T14:00:00Z,90,12,0,0,0,0,9,0,489203,3,3,0,1,-31119,14592,45711,46,FALSE,0,9,0,22-23
James Ward-Prowse,MID,Southampton,0,0,20,0,37.4,407,89,2,0,7.1,17.6,2022-10-01T14:00:00Z,90,8,0,0,0,0,9,0,909663,2,1,16,2,-83238,30178,113416,65,TRUE,0,9,0,22-23
Jadon Sancho,MID,Man Utd,0,0,5,0,25.3,340,88,5,0,3.4,4.8,2022-10-02T13:00:00Z,69,13,0,0,0,0,9,0,726111,3,6,4,2,25637,73753,48116,73,FALSE,0,9,0,22-23
Tyrell Malacia,DEF,Man Utd,0,0,2,0,0.8,504,88,4,0,0.2,0.8,2022-10-02T13:00:00Z,45,13,0,0,0,0,9,0,417490,3,6,0,-2,8942,41170,32228,45,FALSE,1,9,0,22-23
