name,position,team,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,GW,In_DreamTeam,Season
Benjamin White,DEF,Arsenal,0,0,25,1,12,10,1,0,0,4.3,31.4,2022-08-05T19:00:00Z,90,7,0,0,0,0,1,0,533085,2,0,0,5,0,0,0,45,FALSE,1,1,0,22-23
Jacob Ramsey,MID,Aston Villa,0,0,11,0,22.3,47,2,1,0,4,10,2022-08-06T14:00:00Z,45,3,0,0,0,0,1,0,172950,0,2,8,0,0,0,0,55,FALSE,1,1,0,22-23
Allan Saint-Maximin,MID,Newcastle,0,0,6,1,17.7,368,7,0,0,10.6,6.8,2022-08-06T14:00:00Z,89,16,0,0,0,0,1,0,596955,0,2,81,3,0,0,0,65,TRUE,0,1,0,22-23
Kieffer Moore,FWD,Bournemouth,0,0,27,1,5.8,62,2,0,1,5.8,35,2022-08-06T14:00:00Z,90,2,0,0,0,0,1,0,20629,0,2,17,6,0,0,0,55,TRUE,0,1,0,22-23
Pedro Lomba Neto,MID,Wolves,0,0,15,0,27,486,5,2,0,9.8,18.2,2022-08-06T14:00:00Z,90,11,0,0,0,0,1,0,1423269,1,2,53,2,0,0,0,55,FALSE,0,1,0,22-23
Rico Henry,DEF,Brentford,1,0,22,0,14.8,85,6,2,0,3.5,20.2,2022-08-07T13:00:00Z,90,10,0,0,0,0,1,0,47144,2,2,0,4,0,0,0,45,FALSE,0,1,0,22-23
Tim Ream,DEF,Fulham,0,0,12,0,0.9,201,4,2,0,2.1,18,2022-08-06T11:30:00Z,90,12,0,0,0,0,1,0,7111,2,2,2,1,0,0,0,45,TRUE,0,1,0,22-23
Hwang Hee-chan,MID,Wolves,1,0,22,0,25.7,481,5,2,0,8.4,28.8,2022-08-06T14:00:00Z,84,11,0,0,0,0,1,0,33453,1,2,29,5,0,0,0,60,FALSE,0,1,0,22-23
Robin Koch,DEF,Leeds,0,0,19,0,0.3,230,5,1,0,3,25.4,2022-08-06T14:00:00Z,90,20,0,0,0,0,1,0,9288,1,2,4,2,0,0,0,45,TRUE,0,1,0,22-23
Yan Valery,DEF,Southampton,0,0,1,0,0.9,414,8,2,0,0.5,4,2022-08-06T14:00:00Z,45,18,0,0,0,0,1,0,70717,1,4,0,0,0,0,0,40,FALSE,0,1,0,22-23
Rayan Aït-Nouri,DEF,Wolves,0,0,11,0,37.8,487,5,2,0,6.3,17,2022-08-06T14:00:00Z,90,11,1,0,0,0,1,0,160198,1,2,8,-1,0,0,0,45,FALSE,0,1,0,22-23
Yoane Wissa,MID,Brentford,0,0,5,0,1.5,89,6,2,0,0.6,0,2022-08-07T13:00:00Z,83,10,0,0,0,0,1,0,16404,2,2,5,2,0,0,0,55,FALSE,0,1,0,22-23
Manuel Lanzini,MID,West Ham,0,0,2,0,1.1,460,10,1,0,0.8,0,2022-08-07T15:30:00Z,56,13,0,0,0,0,1,0,23321,2,0,8,1,0,0,0,55,TRUE,0,1,0,22-23
Adam Webster,DEF,Brighton,0,0,12,0,1.4,108,9,1,0,3.9,20.2,2022-08-07T13:00:00Z,90,14,0,0,0,0,1,0,8977,2,1,17,2,0,0,0,45,FALSE,0,1,0,22-23
James Tarkowski,DEF,Everton,0,0,12,0,13.7,199,3,1,0,7.8,30.4,2022-08-06T16:30:00Z,90,6,0,0,0,0,1,0,64435,1,0,34,2,0,0,0,45,TRUE,0,1,0,22-23
Adam Lallana,MID,Brighton,0,0,18,0,40.8,101,9,1,0,6.2,16.8,2022-08-07T13:00:00Z,75,14,0,0,0,0,1,0,10196,2,1,4,2,0,0,0,50,FALSE,0,1,0,22-23
Eric Dier,DEF,Spurs,0,0,27,0,0.4,430,8,1,1,6.1,43.6,2022-08-06T14:00:00Z,90,17,0,0,0,0,1,0,289437,1,4,17,8,0,0,0,50,TRUE,0,1,0,22-23
Lewis O'Brien,MID,Nott'm Forest,0,0,7,0,0.8,524,7,1,0,2.1,12.4,2022-08-06T14:00:00Z,74,15,0,0,0,0,1,0,4256,0,2,8,1,0,0,0,50,FALSE,1,1,0,22-23
Gabriel Martinelli Silva,MID,Arsenal,0,0,23,1,15.2,19,1,0,1,9.2,38.2,2022-08-05T19:00:00Z,90,7,0,0,0,0,1,0,1728741,2,0,39,8,0,0,0,60,FALSE,0,1,0,22-23
Neco Williams,DEF,Nott'm Forest,0,0,10,0,18.8,295,7,2,0,4,16.8,2022-08-06T14:00:00Z,90,15,0,0,0,0,1,0,2304763,0,2,4,0,0,0,0,40,FALSE,1,1,0,22-23
John McGinn,MID,Aston Villa,0,0,16,0,4,37,2,2,0,3.1,9.6,2022-08-06T14:00:00Z,90,3,0,0,0,0,1,0,159781,0,2,17,2,0,0,0,55,FALSE,0,1,0,22-23
Alphonse Areola,GK,West Ham,0,0,2,0,0,473,10,2,0,0,0,2022-08-07T15:30:00Z,61,13,0,0,0,0,1,0,109416,2,0,0,1,0,0,0,45,TRUE,0,1,0,22-23
Thiago Emiliano da Silva,DEF,Chelsea,0,0,27,1,1.8,128,3,0,0,2.7,25,2022-08-06T16:30:00Z,90,8,0,0,0,0,1,0,501183,1,0,0,6,0,0,0,55,FALSE,0,1,0,22-23
Abdoulaye Doucouré,MID,Everton,0,0,13,0,3.5,185,3,1,0,3.9,10,2022-08-06T16:30:00Z,90,6,0,0,0,0,1,0,18221,1,0,25,2,0,0,0,55,TRUE,0,1,0,22-23
Illan Meslier,GK,Leeds,0,0,19,0,0,238,5,1,0,3.9,38.8,2022-08-06T14:00:00Z,90,20,0,0,0,0,1,5,204130,1,2,0,3,0,0,0,45,TRUE,0,1,0,22-23
Moisés Caicedo Corozo,MID,Brighton,0,0,17,0,36.8,120,9,1,0,6.6,24.8,2022-08-07T13:00:00Z,90,14,0,0,0,0,1,0,7058,2,1,4,2,0,0,0,50,FALSE,0,1,0,22-23
David De Gea Quintana,GK,Man Utd,0,0,11,0,0,327,9,2,0,2.1,20.8,2022-08-07T13:00:00Z,90,5,0,0,0,0,1,2,602310,2,1,0,1,0,0,0,50,TRUE,0,1,0,22-23
Reece James,DEF,Chelsea,0,2,31,1,50.9,146,3,0,0,8.6,16.4,2022-08-06T16:30:00Z,90,8,0,0,0,0,1,0,3202426,1,0,19,7,0,0,0,60,FALSE,1,1,0,22-23
Luke Shaw,DEF,Man Utd,0,0,13,0,32.3,332,9,2,0,6.9,17.4,2022-08-07T13:00:00Z,89,5,0,0,0,0,1,0,84371,2,1,19,0,0,0,0,50,TRUE,1,1,0,22-23
Timothy Castagne,DEF,Leicester,0,1,23,0,19,258,6,2,1,9.9,42.8,2022-08-07T13:00:00Z,90,4,0,0,0,0,1,0,88735,2,2,37,8,0,0,0,45,TRUE,0,1,0,22-23
Kenny Tete,DEF,Fulham,1,0,27,0,15,215,4,2,0,5.4,39,2022-08-06T11:30:00Z,90,12,0,0,0,0,1,0,6670,2,2,0,3,0,0,0,45,TRUE,1,1,0,22-23
Callum Wilson,FWD,Newcastle,0,0,25,1,25.3,356,7,0,1,10.9,34.2,2022-08-06T14:00:00Z,89,16,0,0,0,0,1,0,290279,0,2,49,6,0,0,0,75,TRUE,0,1,0,22-23
Ilkay Gündogan,MID,Man City,0,0,11,1,26.4,300,10,0,0,5.1,3.8,2022-08-07T15:30:00Z,77,19,0,0,0,0,1,0,75393,2,0,21,3,0,0,0,75,FALSE,0,1,0,22-23
Patrick Bamford,FWD,Leeds,1,0,8,0,1.2,227,5,1,0,4.2,6.4,2022-08-06T14:00:00Z,83,20,0,0,0,0,1,0,110859,1,2,34,5,0,0,0,75,TRUE,0,1,0,22-23
Ben Davies,DEF,Spurs,0,0,14,0,16.8,432,8,1,0,4.8,22.4,2022-08-06T14:00:00Z,85,17,0,0,0,0,1,0,62596,1,4,9,2,0,0,0,50,TRUE,0,1,0,22-23
José Malheiro de Sá,GK,Wolves,0,0,17,0,0,478,5,2,0,2.4,24,2022-08-06T14:00:00Z,90,11,0,0,0,0,1,3,323035,1,2,0,2,0,0,0,50,FALSE,0,1,1,22-23
Demarai Gray,MID,Everton,0,0,8,0,18.2,189,3,1,0,4.8,5.6,2022-08-06T16:30:00Z,90,6,0,0,0,0,1,0,68541,1,0,24,2,0,0,0,55,TRUE,0,1,0,22-23
Neeskens Kebano,MID,Fulham,0,0,3,0,11.9,204,4,1,0,2.4,1.6,2022-08-06T11:30:00Z,65,12,0,0,0,0,1,0,4034,2,2,10,2,0,0,0,55,TRUE,0,1,0,22-23
Antonee Robinson,DEF,Fulham,0,0,13,0,0.7,217,4,2,0,1.6,14.8,2022-08-06T11:30:00Z,90,12,0,0,0,0,1,0,9043,2,2,0,1,0,0,0,45,TRUE,0,1,0,22-23
Jordan Pickford,GK,Everton,0,0,20,0,0,182,3,1,0,3.5,35,2022-08-06T16:30:00Z,90,6,0,0,0,0,1,5,423510,1,0,0,3,0,0,0,45,TRUE,0,1,0,22-23
Pascal Groß,MID,Brighton,0,3,44,0,19.3,104,9,1,2,16.7,72,2022-08-07T13:00:00Z,90,14,0,0,0,0,1,0,13469,2,1,76,15,0,0,0,55,FALSE,0,1,0,22-23
Rúben da Silva Neves,MID,Wolves,0,2,25,0,24,480,5,2,0,6.1,36.2,2022-08-06T14:00:00Z,90,11,0,0,0,0,1,0,133655,1,2,1,4,0,0,0,55,FALSE,0,1,0,22-23
Emiliano Martínez Romero,GK,Aston Villa,0,0,10,0,0,31,2,2,0,0.9,9.2,2022-08-06T14:00:00Z,90,3,0,0,0,0,1,1,476293,0,2,0,1,0,0,0,50,FALSE,0,1,0,22-23
Christian Nørgaard,MID,Brentford,0,0,14,0,2.1,79,6,2,0,1.3,11.2,2022-08-07T13:00:00Z,72,10,0,0,0,0,1,0,23369,2,2,0,2,0,0,0,55,FALSE,0,1,0,22-23
Scott McKenna,DEF,Nott'm Forest,0,0,9,0,0.2,385,7,2,0,2.9,26.8,2022-08-06T14:00:00Z,90,15,0,0,0,0,1,0,10896,0,2,2,1,0,0,0,45,FALSE,0,1,0,22-23
Jeffrey Schlupp,MID,Crystal Palace,0,0,11,0,7,161,1,2,0,5.2,13.4,2022-08-05T19:00:00Z,85,1,0,0,0,0,1,0,16304,2,0,32,2,0,0,0,50,TRUE,0,1,0,22-23
Jordan Ayew,MID,Crystal Palace,0,0,5,0,37.3,159,1,2,0,7.4,16.4,2022-08-05T19:00:00Z,90,1,0,0,0,0,1,0,22658,2,0,20,2,0,0,0,55,TRUE,0,1,0,22-23
Aaron Cresswell,DEF,West Ham,0,0,16,0,18.7,457,10,2,0,4.1,22,2022-08-07T15:30:00Z,90,13,0,0,0,0,1,0,266706,2,0,0,1,0,0,0,50,TRUE,0,1,0,22-23
Andrew Robertson,DEF,Liverpool,0,0,4,0,7.8,284,4,2,0,2.9,13.2,2022-08-06T11:30:00Z,90,9,0,0,0,0,1,0,1027195,2,2,8,1,0,0,0,70,FALSE,0,1,0,22-23
Pablo Fornals Malla,MID,West Ham,0,0,11,0,25.8,469,10,2,0,3.6,8.2,2022-08-07T15:30:00Z,90,13,0,0,0,0,1,0,127504,2,0,2,2,0,0,0,55,TRUE,0,1,0,22-23
Harry Kane,FWD,Spurs,0,0,4,0,22.2,427,8,1,0,7.1,14.6,2022-08-06T14:00:00Z,90,17,0,0,0,0,1,0,2286082,1,4,34,2,0,0,0,115,TRUE,0,1,0,22-23
Gabriel Fernando de Jesus,FWD,Arsenal,0,0,7,1,3.2,28,1,0,0,4.9,7.4,2022-08-05T19:00:00Z,82,7,0,0,0,0,1,0,6018571,2,0,38,2,0,0,0,80,FALSE,0,1,1,22-23
Diogo Dalot Teixeira,DEF,Man Utd,0,0,10,0,27.6,342,9,2,0,10.1,17.8,2022-08-07T13:00:00Z,90,5,0,0,0,0,1,0,370352,2,1,56,1,0,0,0,45,TRUE,0,1,0,22-23
Marc Guéhi,DEF,Crystal Palace,0,0,7,0,1.4,167,1,2,0,1.8,16.6,2022-08-05T19:00:00Z,90,1,1,0,0,0,1,0,178083,2,0,0,-1,0,0,0,45,TRUE,0,1,0,22-23
Philippe Coutinho Correia,MID,Aston Villa,0,0,7,0,19.9,29,2,2,0,4.4,3,2022-08-06T14:00:00Z,81,3,0,0,0,0,1,0,1342560,0,2,21,2,0,0,0,70,FALSE,0,1,0,22-23
Dan Burn,DEF,Newcastle,0,0,23,1,10.2,358,7,0,0,5.6,10.2,2022-08-06T14:00:00Z,90,16,0,0,0,0,1,0,89476,0,2,36,6,0,0,0,45,TRUE,0,1,0,22-23
Diego Llorente,DEF,Leeds,0,0,16,0,0.5,228,5,1,0,2.6,23,2022-08-06T14:00:00Z,90,20,0,0,0,0,1,0,22468,1,2,2,2,0,0,0,45,TRUE,0,1,0,22-23
Kalidou Koulibaly,DEF,Chelsea,0,0,24,1,3.1,520,3,0,0,3.9,18.4,2022-08-06T16:30:00Z,74,8,0,0,0,0,1,0,696788,1,0,17,6,0,0,0,55,FALSE,0,1,0,22-23
Joël Veltman,DEF,Brighton,0,0,15,0,0.8,109,9,1,0,2.6,25.4,2022-08-07T13:00:00Z,90,14,0,0,0,0,1,0,27438,2,1,0,2,0,0,0,45,FALSE,0,1,1,22-23
Boubacar Kamara,MID,Aston Villa,0,0,8,0,3.8,53,2,2,0,1.4,5.6,2022-08-06T14:00:00Z,81,3,0,0,0,0,1,0,12140,0,2,5,2,0,0,0,50,FALSE,0,1,0,22-23
James Ward-Prowse,MID,Southampton,0,2,33,0,56.1,407,8,4,1,12.9,49.2,2022-08-06T14:00:00Z,90,18,0,0,0,0,1,0,717828,1,4,24,9,0,0,0,65,FALSE,0,1,0,22-23
Harry Maguire,DEF,Man Utd,0,0,14,0,2.3,330,9,2,0,5.4,18,2022-08-07T13:00:00Z,90,5,0,0,0,0,1,0,78464,2,1,34,0,0,0,0,50,TRUE,1,1,0,22-23
César Azpilicueta,DEF,Chelsea,0,1,30,1,25.9,127,3,0,0,4.7,19,2022-08-06T16:30:00Z,90,8,0,0,0,0,1,0,106633,1,0,2,7,0,0,0,50,FALSE,0,1,0,22-23
Jadon Sancho,MID,Man Utd,0,0,13,0,24,340,9,2,0,4.3,7,2022-08-07T13:00:00Z,89,5,0,0,0,0,1,0,817327,2,1,12,2,0,0,0,75,TRUE,0,1,0,22-23
Mathias Jensen,MID,Brentford,0,0,9,0,11.4,88,6,2,0,1.8,6.2,2022-08-07T13:00:00Z,58,10,0,0,0,0,1,0,4698,2,2,0,1,0,0,0,50,FALSE,0,1,1,22-23
Virgil van Dijk,DEF,Liverpool,0,0,12,0,0.8,280,4,2,0,1.9,16.4,2022-08-06T11:30:00Z,90,9,0,0,0,0,1,0,1133441,2,2,2,1,0,0,0,65,FALSE,0,1,0,22-23
Yerry Mina,DEF,Everton,0,0,4,0,0.2,188,3,1,0,1.2,11.8,2022-08-06T16:30:00Z,69,6,0,0,0,0,1,0,17595,1,0,0,1,0,0,0,45,TRUE,1,1,0,22-23
Dejan Kulusevski,MID,Spurs,1,3,45,0,40.3,446,8,1,1,15.3,65.8,2022-08-06T14:00:00Z,85,17,0,0,0,0,1,0,470486,1,4,47,13,0,0,0,80,TRUE,0,1,0,22-23
Leon Bailey,MID,Aston Villa,0,0,8,0,31.9,45,2,2,0,6.7,12.8,2022-08-06T14:00:00Z,90,3,0,0,0,0,1,0,1449758,0,2,22,2,0,0,0,50,FALSE,0,1,0,22-23
James Maddison,MID,Leicester,1,0,19,0,62.2,261,6,2,0,15,28.2,2022-08-07T13:00:00Z,90,4,0,0,0,0,1,0,389016,2,2,60,5,0,0,0,80,TRUE,0,1,0,22-23
Raheem Sterling,MID,Chelsea,0,0,-1,1,29.8,304,3,0,0,9.3,7,2022-08-06T16:30:00Z,90,8,0,0,0,0,1,0,530944,1,0,56,3,0,0,0,100,FALSE,0,1,0,22-23
Jordan Henderson,MID,Liverpool,0,0,14,0,29.8,275,4,2,0,5.1,8.2,2022-08-06T11:30:00Z,90,9,0,0,0,0,1,0,94154,2,2,13,2,0,0,0,55,FALSE,0,1,0,22-23
Nathan Collins,DEF,Wolves,0,0,15,0,0.9,516,5,2,0,1.5,12.4,2022-08-06T14:00:00Z,90,11,0,0,0,0,1,0,23857,1,2,2,1,0,0,0,45,FALSE,0,1,0,22-23
Pascal Struijk,DEF,Leeds,0,0,10,0,1.3,235,5,1,0,2.6,20.2,2022-08-06T14:00:00Z,90,20,0,0,0,0,1,0,7963,1,2,4,2,0,0,0,45,TRUE,0,1,0,22-23
Matt Targett,DEF,Newcastle,0,2,33,1,37.6,367,7,0,0,5.5,17.2,2022-08-06T14:00:00Z,90,16,0,0,0,0,1,0,104119,0,2,0,8,0,0,0,50,TRUE,0,1,0,22-23
Marc Roca Junqué,MID,Leeds,0,0,15,0,11.8,245,5,1,0,4.1,12.2,2022-08-06T14:00:00Z,72,20,0,0,0,0,1,0,6212,1,2,17,2,0,0,0,50,TRUE,0,1,0,22-23
Vladimir Coufal,DEF,West Ham,0,0,9,0,14.6,463,10,2,0,2.6,11,2022-08-07T15:30:00Z,90,13,0,0,0,0,1,0,88668,2,0,0,1,0,0,0,45,TRUE,0,1,0,22-23
Rasmus Kristensen,DEF,Leeds,0,0,13,0,15.8,244,5,1,0,3.5,15.2,2022-08-06T14:00:00Z,90,20,0,0,0,0,1,0,46085,1,2,4,2,0,0,0,50,TRUE,0,1,0,22-23
Danny Ings,FWD,Aston Villa,0,0,0,0,12.5,30,2,1,0,4.7,1,2022-08-06T14:00:00Z,65,3,0,0,0,0,1,0,180366,0,2,33,1,0,0,0,70,FALSE,1,1,0,22-23
Marcus Tavernier,MID,Bournemouth,0,0,20,1,42.3,535,2,0,0,5.7,13,2022-08-06T14:00:00Z,85,2,0,0,0,0,1,0,5703,0,2,2,3,0,0,0,50,TRUE,0,1,0,22-23
Miguel Almirón Rejala,MID,Newcastle,0,0,16,1,30.7,369,7,0,0,8.5,15.4,2022-08-06T14:00:00Z,80,16,0,0,0,0,1,0,108734,0,2,39,3,0,0,0,50,TRUE,0,1,0,22-23
Odsonne Edouard,FWD,Crystal Palace,0,0,-5,0,1.5,166,1,1,0,6,3,2022-08-05T19:00:00Z,57,1,0,0,0,0,1,0,273605,2,0,55,1,0,0,0,55,TRUE,0,1,0,22-23
Jack Colback,MID,Nott'm Forest,0,0,13,0,1.3,381,7,2,0,1.6,14.4,2022-08-06T14:00:00Z,90,15,0,0,0,0,1,0,141323,0,2,0,2,0,0,0,45,FALSE,0,1,0,22-23
Jonathan Castro Otto,DEF,Wolves,0,0,12,0,3.1,477,5,2,0,1.6,11.6,2022-08-06T14:00:00Z,90,11,0,0,0,0,1,0,55858,1,2,1,1,0,0,0,45,FALSE,0,1,0,22-23
Youri Tielemans,MID,Leicester,0,0,13,0,17.1,259,6,2,0,4.5,11.8,2022-08-07T13:00:00Z,90,4,0,0,0,0,1,0,181627,2,2,16,2,0,0,0,65,TRUE,0,1,0,22-23
Harrison Reed,MID,Fulham,0,0,12,0,13,211,4,2,0,5.5,22,2022-08-06T11:30:00Z,90,12,0,0,0,0,1,0,33105,2,2,20,2,0,0,0,45,TRUE,0,1,0,22-23
Alexis Mac Allister,MID,Brighton,0,0,1,0,1.6,116,9,1,0,1.1,0,2022-08-07T13:00:00Z,90,14,1,0,0,0,1,0,14464,2,1,9,0,0,0,0,55,FALSE,0,1,0,22-23
Eberechi Eze,MID,Crystal Palace,0,0,7,0,8.1,169,1,2,0,3.6,6.8,2022-08-05T19:00:00Z,85,1,0,0,0,0,1,0,74770,2,0,21,2,0,0,0,55,TRUE,0,1,0,22-23
Luis Díaz,MID,Liverpool,0,0,1,0,3.4,293,4,2,0,2.5,0,2022-08-06T11:30:00Z,77,9,0,0,0,0,1,0,1688654,2,2,24,2,0,0,0,80,FALSE,0,1,0,22-23
Bobby De Cordova-Reid,MID,Fulham,0,0,6,0,17.5,205,4,2,0,4,13,2022-08-06T11:30:00Z,90,12,0,0,0,0,1,0,5104,2,2,9,1,0,0,0,55,TRUE,1,1,0,22-23
Bruno Guimarães Rodriguez Moura,MID,Newcastle,0,0,17,1,46.5,374,7,0,0,7.1,21.2,2022-08-06T14:00:00Z,90,16,0,0,0,0,1,0,865697,0,2,3,3,0,0,0,60,TRUE,0,1,0,22-23
Gabriel dos Santos Magalhães,DEF,Arsenal,0,1,26,1,0.6,16,1,0,0,2.7,24.2,2022-08-05T19:00:00Z,90,7,0,0,0,0,1,0,689975,2,0,2,7,0,0,0,50,FALSE,0,1,0,22-23
Martin Ødegaard,MID,Arsenal,0,0,9,1,8.3,7,1,0,0,3.5,3.4,2022-08-05T19:00:00Z,90,7,0,0,0,0,1,0,1133257,2,0,23,3,0,0,0,65,FALSE,0,1,0,22-23
Vicente Guaita,GK,Crystal Palace,0,0,15,0,0,152,1,2,0,1.4,13.8,2022-08-05T19:00:00Z,90,1,0,0,0,0,1,1,120146,2,0,0,1,0,0,0,45,TRUE,0,1,0,22-23
James Justin,DEF,Leicester,0,0,12,0,16.4,268,6,2,0,3,13.4,2022-08-07T13:00:00Z,90,4,0,0,0,0,1,0,126566,2,2,0,1,0,0,0,45,TRUE,0,1,0,22-23
Hugo Lloris,GK,Spurs,0,0,10,0,0,425,8,1,0,1.1,10.8,2022-08-06T14:00:00Z,90,17,0,0,0,0,1,1,379701,1,4,0,2,0,0,0,55,TRUE,0,1,0,22-23
Nick Pope,GK,Newcastle,0,0,21,1,0,376,7,0,0,0.2,2.4,2022-08-06T14:00:00Z,90,16,0,0,0,0,1,0,334464,0,2,0,6,0,0,0,50,TRUE,0,1,0,22-23
Ryan Sessegnon,DEF,Spurs,0,0,19,0,3,436,8,1,1,9.4,38.4,2022-08-06T14:00:00Z,65,17,0,0,0,0,1,0,40034,1,4,53,7,0,0,0,45,TRUE,1,1,0,22-23
Philip Billing,MID,Bournemouth,0,0,10,1,1,70,2,0,0,2.7,22.2,2022-08-06T14:00:00Z,90,2,0,0,0,0,1,0,13415,0,2,4,2,0,0,0,55,TRUE,1,1,0,22-23
Fabian Schär,DEF,Newcastle,0,0,22,1,0.7,366,14,0,0,2.1,20.6,2022-08-13T14:00:00Z,90,5,0,0,0,0,2,0,411488,0,0,0,5,217272,238819,21547,46,FALSE,1,2,0,22-23
Jonny Evans,DEF,Leicester,0,0,13,0,0.4,249,11,4,0,1.5,14.4,2022-08-13T14:00:00Z,90,1,0,0,0,0,2,0,29893,2,4,0,0,-726,2019,2745,45,FALSE,0,2,0,22-23
Brennan Johnson,FWD,Nott'm Forest,0,0,5,1,14.3,394,18,0,0,3.3,1.6,2022-08-14T13:00:00Z,90,19,0,0,0,0,2,0,160914,0,1,17,1,-18911,6297,25208,60,TRUE,1,2,1,22-23
Cheick Doucouré,MID,Crystal Palace,0,0,17,0,28,514,16,1,0,4.4,12.8,2022-08-15T19:00:00Z,78,12,0,0,0,0,2,0,12433,1,1,3,2,-140,1698,1838,50,FALSE,0,2,0,22-23
Wesley Fofana,DEF,Leicester,0,0,7,0,1.1,272,11,4,0,4,21.4,2022-08-13T14:00:00Z,90,1,0,0,0,0,2,0,154919,2,4,17,-1,-2341,12033,14374,45,FALSE,1,2,0,22-23
Alisson Ramses Becker,GK,Liverpool,0,0,12,0,0,281,16,1,0,1.7,16.8,2022-08-15T19:00:00Z,90,7,0,0,0,0,2,2,1646148,1,1,0,2,-90298,36501,126799,55,TRUE,0,2,0,22-23
Che Adams,FWD,Southampton,0,0,6,0,13.5,411,19,2,0,2.2,5.2,2022-08-13T14:00:00Z,90,11,0,0,0,0,2,0,53680,2,2,3,2,-13044,2626,15670,64,TRUE,0,2,0,22-23
Nathaniel Phillips,DEF,Liverpool,0,0,14,0,1.4,501,16,1,0,3.4,15,2022-08-15T19:00:00Z,62,7,0,0,0,0,2,0,23010,1,1,18,2,-1038,1694,2732,40,TRUE,0,2,0,22-23
Tosin Adarabioyo,DEF,Fulham,0,0,24,1,0.4,209,20,0,0,1,9.4,2022-08-13T14:00:00Z,90,20,0,0,0,0,2,0,7506,0,0,0,6,-288,421,709,45,FALSE,0,2,0,22-23
Marek Rodák,GK,Fulham,0,0,22,1,0,213,20,0,0,0.9,8.8,2022-08-13T14:00:00Z,90,20,0,0,0,0,2,1,18003,0,0,0,6,693,2335,1642,45,FALSE,0,2,0,22-23
Rodrigo Hernandez,MID,Man City,0,0,9,1,13.3,315,17,0,0,3,9.4,2022-08-13T14:00:00Z,90,3,0,0,0,0,2,0,253733,0,4,7,3,-10733,23986,34719,60,TRUE,0,2,0,22-23
Cristiano Ronaldo dos Santos Aveiro,FWD,Man Utd,0,0,2,0,35.6,326,13,4,0,6.9,7.8,2022-08-13T16:30:00Z,90,4,0,0,0,0,2,0,414347,0,4,26,2,-43311,32101,75412,105,FALSE,0,2,0,22-23
Jack Grealish,MID,Man City,0,0,5,0,25.2,305,17,0,0,3.5,6,2022-08-13T14:00:00Z,45,3,0,0,0,0,2,0,393693,0,4,4,1,21872,61070,39198,70,TRUE,0,2,0,22-23
Leander Dendoncker,MID,Wolves,0,0,12,1,2.2,479,20,0,0,1.4,10,2022-08-13T14:00:00Z,90,9,0,0,0,0,2,0,15298,0,0,2,3,36,1738,1702,50,TRUE,0,2,0,22-23
Aleksandar Mitrović,FWD,Fulham,0,0,-5,1,11.3,210,20,0,0,5.1,5.8,2022-08-13T14:00:00Z,90,20,0,1,0,0,2,0,1450647,0,0,34,-1,559309,612051,52742,66,FALSE,1,2,0,22-23
Christian Eriksen,MID,Man Utd,0,0,7,0,5.2,519,13,4,0,3.2,3.8,2022-08-13T16:30:00Z,86,4,0,0,0,0,2,0,429536,0,4,23,2,-7785,43207,50992,65,FALSE,0,2,0,22-23
Joe Willock,MID,Newcastle,0,0,11,1,5.2,373,14,0,0,5.2,20.2,2022-08-13T14:00:00Z,75,5,0,0,0,0,2,0,55473,0,0,27,3,3816,9007,5191,50,FALSE,0,2,0,22-23
Roméo Lavia,MID,Southampton,0,0,10,0,11.2,321,19,2,0,2.1,9.6,2022-08-13T14:00:00Z,90,11,0,0,0,0,2,0,35569,2,2,0,2,9072,13006,3934,45,TRUE,0,2,0,22-23
Orel Mangala,MID,Nott'm Forest,0,0,4,1,4.4,536,18,0,0,1.4,1.6,2022-08-14T13:00:00Z,83,19,0,0,0,0,2,0,3453,0,1,8,3,-376,135,511,50,TRUE,0,2,0,22-23
Cristian Romero,DEF,Spurs,0,0,16,0,0.4,443,15,2,0,3.5,34.8,2022-08-14T15:30:00Z,90,6,0,0,0,0,2,0,227560,2,2,0,1,-15399,11663,27062,50,FALSE,0,2,0,22-23
Jack Harrison,MID,Leeds,1,0,18,0,52.2,233,19,2,0,9,34.2,2022-08-13T14:00:00Z,83,17,0,0,0,0,2,0,124577,2,2,4,4,24966,38427,13461,60,FALSE,1,2,1,22-23
Nathaniel Clyne,DEF,Crystal Palace,0,0,9,0,0.8,157,16,1,0,1.2,10.8,2022-08-15T19:00:00Z,90,12,0,0,0,0,2,0,14749,1,1,0,2,-669,1137,1806,45,FALSE,0,2,0,22-23
Stuart Armstrong,MID,Southampton,0,0,5,0,17.4,405,19,2,0,4.2,1.4,2022-08-13T14:00:00Z,60,11,0,0,0,0,2,0,10063,2,2,23,2,-627,684,1311,50,TRUE,0,2,0,22-23
Rodrigo Moreno,MID,Leeds,0,3,49,0,31.8,225,19,2,2,22,75.4,2022-08-13T14:00:00Z,90,17,0,0,0,0,2,0,156860,2,2,113,15,39669,55729,16060,60,FALSE,0,2,1,22-23
Mohammed Salisu,DEF,Southampton,0,0,6,0,0.7,420,19,2,0,2,19.6,2022-08-13T14:00:00Z,90,11,0,0,0,0,2,0,14622,2,2,0,0,-2100,673,2773,45,TRUE,1,2,0,22-23
